Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross,Worldwide LT Gross,Metascore,Votes,Logline
Bienvenue chez les Ch'tis,2008,"Comedy,Romance",7.1,106,$1.48M,"$245,144,417",******,"42,377","A French public servant from Provence is banished to the far North. Strongly prejudiced against this cold and inhospitable place, he leaves his family behind to relocate temporarily there, with the firm intent to quickly come back."
Back to the Future Part III,1990,"Adventure,Comedy,Sci-Fi",7.4,118,$87.73M,"$245,077,583",55,"444,848","Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered."
Pixels,2015,"Action,Comedy,Fantasy",5.6,105,$78.75M,"$244,874,809",27,"145,080","When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games."
Hercules,2014,"Action,Adventure,Fantasy",6.0,98,$72.69M,"$244,819,862",47,"156,568","Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord."
Rush Hour,1998,"Action,Comedy,Crime",7.0,98,$141.15M,"$244,721,064",60,"268,029","A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way."
Journey to the Center of the Earth,2008,"Action,Adventure,Family",5.8,93,$101.70M,"$244,232,688",57,"123,377","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth."
After Earth,2013,"Action,Adventure,Sci-Fi",4.8,100,$60.52M,"$243,611,982",33,"201,604","A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."
A Few Good Men,1992,"Drama,Thriller",7.7,138,$141.34M,"$243,240,178",62,"264,137",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
Cloudy with a Chance of Meatballs,2009,"Animation,Adventure,Comedy",6.9,90,$124.87M,"$243,006,126",66,"232,801","A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst."
8 Mile,2002,"Drama,Music",7.2,110,$116.72M,"$242,875,078",77,"288,870","A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
Daddy's Home,2015,"Comedy,Family",6.1,96,$150.36M,"$242,786,137",42,"120,075","Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns."
RoboCop,2014,"Action,Crime,Sci-Fi",6.2,117,$58.61M,"$242,688,965",52,"228,750","In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer."
Eraser,1996,"Action,Crime,Thriller",6.2,115,$101.30M,"$242,295,562",56,"112,248",A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.
Alien: Covenant,2017,"Horror,Sci-Fi,Thriller",6.4,122,$74.26M,"$240,891,763",65,"281,193","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape."
Sully,2016,"Biography,Drama",7.4,96,$125.07M,"$240,797,623",74,"271,982","When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless."
Assassin's Creed,2016,"Action,Adventure,Sci-Fi",5.6,115,$54.65M,"$240,697,856",36,"199,443","Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society."
Click,2006,"Comedy,Drama,Fantasy",6.4,107,$137.36M,"$240,685,326",45,"331,476",A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
Jiang Ziya,2020,"Animation,Action,Adventure",6.5,110,$0.21M,"$240,663,149",******,"1,870","Banished to the mortal world, a warrior has to slay a demon to return to the heavenly realm and become a god."
Resident Evil: Retribution,2012,"Action,Horror,Sci-Fi",5.3,95,$42.35M,"$240,159,255",39,"143,230",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.
Die Hard 2,1990,"Action,Thriller",7.1,124,$117.54M,"$240,031,274",67,"361,348","John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C."
Crocodile Dundee II,1988,"Action,Adventure,Comedy",5.7,108,$109.31M,"$239,606,210",41,"57,738",Australian outback expert protects his New York love from gangsters who've followed her down under.
Planes,2013,"Animation,Adventure,Comedy",5.7,91,$90.29M,"$239,258,712",39,"45,618",A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.
Crazy Rich Asians,2018,"Comedy,Drama,Romance",6.9,120,$174.53M,"$238,843,729",74,"172,141","This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family."
Batman & Robin,1997,"Action,Sci-Fi",3.7,125,$107.33M,"$238,235,719",28,"253,905",Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.
Gulliver's Travels,2010,"Adventure,Comedy,Family",4.9,85,$42.78M,"$237,382,724",33,"70,008","Travel writer Lemuel Gulliver takes an assignment in Bermuda but ends up on the island of Lilliput, where he towers over its tiny citizens."
Gone in Sixty Seconds,2000,"Action,Crime,Thriller",6.5,118,$101.65M,"$237,202,299",35,"279,039",A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.
Saturday Night Fever,1977,"Drama,Music",6.8,118,$94.21M,"$237,113,184",77,"80,515","Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco."
Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,122,$132.09M,"$236,412,453",81,"707,140","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
2 Fast 2 Furious,2003,"Action,Adventure,Crime",5.9,107,$127.15M,"$236,350,661",38,"274,150",Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.
Hauru no ugoku shiro,2004,"Animation,Adventure,Family",8.2,119,$4.71M,"$236,323,601",80,"391,972","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
Hidden Figures,2016,"Biography,Drama,History",7.8,127,$169.61M,"$235,956,898",74,"228,994",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
A.I. Artificial Intelligence,2001,"Drama,Sci-Fi",7.2,146,$78.62M,"$235,926,552",65,"307,919","A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
Dead Poets Society,1989,"Comedy,Drama",8.1,128,$95.86M,"$235,860,116",79,"486,476",Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.
Spy,2015,"Action,Comedy",7.0,120,$110.83M,"$235,666,219",75,"245,477","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
American Pie,1999,Comedy,7.0,95,$102.56M,"$235,483,004",58,"406,463",Four teenage boys enter a pact to lose their virginity by prom night.
American Reunion,2012,Comedy,6.7,113,$57.01M,"$234,989,584",49,"214,905","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
Big Daddy,1999,"Comedy,Drama",6.4,93,$163.48M,"$234,801,895",41,"217,887","A lazy law-school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father."
Alvin and the Chipmunks: The Road Chip,2015,"Animation,Adventure,Comedy",4.9,92,$85.89M,"$234,798,636",33,"19,973",The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.
The Imitation Game,2014,"Biography,Drama,Thriller",8.0,114,$91.13M,"$233,555,708",71,"764,115","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life."
Cruella,2021,"Adventure,Comedy,Crime",7.3,134,$86.10M,"$233,503,234",59,"231,138",A live-action prequel feature film following a young Cruella de Vil.
The Day the Earth Stood Still,2008,"Adventure,Drama,Sci-Fi",5.5,104,$79.37M,"$233,093,859",40,"171,254",A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.
American Wedding,2003,Comedy,6.3,96,$104.57M,"$232,722,935",43,"206,883","It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister."
The Girl with the Dragon Tattoo,2011,"Crime,Drama,Mystery",7.8,158,$102.52M,"$232,617,430",71,"462,302",Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.
Juno,2007,"Comedy,Drama",7.5,96,$143.50M,"$232,372,681",81,"521,898","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding the unborn child."
Argo,2012,"Biography,Drama,Thriller",7.7,120,$136.03M,"$232,325,503",86,"613,402","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
Mr. Bean's Holiday,2007,"Comedy,Family",6.4,90,$33.30M,"$232,225,908",56,"126,641","Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling, and true love."
The English Patient,1996,"Drama,Romance,War",7.4,162,$78.65M,"$231,976,425",87,"190,524","At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair."
Sister Act,1992,"Comedy,Family,Music",6.5,100,$139.61M,"$231,605,150",51,"99,469","When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity."
Annabelle Comes Home,2019,"Horror,Mystery,Thriller",5.9,106,$74.15M,"$231,252,591",53,"75,656","While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll."
